Trade,Open Time,Order,Close Time,Open Price,Close Price,Return ($),Balance,Return (Pips),Trade Classification
444,5/20/2013 21:00,Buy,5/20/2013 21:00,0.81418,0.8163,$20.20 ,"$10,361.80 ",21.2,Winning
445,5/21/2013 11:00,Sell,5/21/2013 11:00,0.81332,0.81605,($28.30),"$10,333.50 ",-27.3,Losing
446,5/23/2013 17:00,Buy,5/23/2013 18:00,0.81313,0.81128,($19.50),"$10,314.00 ",-18.5,Losing
447,5/24/2013 0:00,Sell,5/24/2013 0:00,0.80815,0.81009,($20.40),"$10,293.60 ",-19.4,Losing
448,5/29/2013 17:00,Buy,5/29/2013 17:00,0.8093,0.81004,$6.40 ,"$10,300.00 ",7.4,Winning
449,5/29/2013 19:00,Buy,5/29/2013 19:00,0.8085,0.81053,$19.30 ,"$10,319.30 ",20.3,Winning
450,5/31/2013 9:00,Sell,5/31/2013 9:00,0.79905,0.79576,$31.90 ,"$10,351.20 ",32.9,Winning
451,5/31/2013 13:00,Sell,5/31/2013 13:00,0.79608,0.79623,($2.50),"$10,348.70 ",-1.5,Neutral
452,5/31/2013 15:00,Buy,5/31/2013 15:00,0.79392,0.79448,$4.60 ,"$10,353.30 ",5.6,Winning
453,6/3/2013 3:00,Sell,6/3/2013 3:00,0.79772,0.79656,$10.60 ,"$10,363.90 ",11.6,Winning
454,6/3/2013 22:00,Buy,6/3/2013 22:00,0.80707,0.80496,($22.10),"$10,341.80 ",-21.1,Losing
455,6/4/2013 0:00,Buy,6/4/2013 0:00,0.80438,0.80541,$9.30 ,"$10,351.10 ",10.3,Winning
456,6/4/2013 3:00,Sell,6/4/2013 3:00,0.80325,0.80185,$13.00 ,"$10,364.10 ",14,Winning
457,6/4/2013 16:00,Sell,6/4/2013 16:00,0.80065,0.80126,($7.10),"$10,357.00 ",-6.1,Losing
458,6/6/2013 18:00,Buy,6/6/2013 19:00,0.7981,0.79987,$16.70 ,"$10,373.70 ",17.7,Winning
459,6/9/2013 15:00,Sell,6/9/2013 15:00,0.78759,0.78369,$38.00 ,"$10,411.70 ",39,Winning
460,6/10/2013 0:00,Buy,6/10/2013 1:00,0.78369,0.78539,$16.00 ,"$10,427.70 ",17,Winning
461,6/10/2013 4:00,Sell,6/10/2013 4:00,0.78711,0.78736,($3.50),"$10,424.20 ",-2.5,Neutral
462,6/11/2013 10:00,Sell,6/11/2013 10:00,0.78226,0.78526,($31.00),"$10,393.20 ",-30,Losing
463,6/12/2013 16:00,Buy,6/12/2013 16:00,0.79575,0.79746,$16.10 ,"$10,409.30 ",17.1,Winning
464,6/13/2013 21:00,Buy,6/13/2013 21:00,0.80529,0.80667,$12.80 ,"$10,422.10 ",13.8,Winning
465,6/14/2013 0:00,Buy,6/14/2013 0:00,0.80524,0.80593,$5.90 ,"$10,428.00 ",6.9,Winning
466,6/14/2013 12:00,Buy,6/14/2013 13:00,0.8062,0.80551,($7.90),"$10,420.10 ",-6.9,Losing
467,6/14/2013 16:00,Sell,6/14/2013 16:00,0.80578,0.80396,$17.20 ,"$10,437.30 ",18.2,Winning
468,6/17/2013 6:00,Buy,6/17/2013 6:00,0.80768,0.80821,$4.30 ,"$10,441.60 ",5.3,Winning
469,6/17/2013 8:00,Buy,6/17/2013 8:00,0.80723,0.80636,($9.70),"$10,431.90 ",-8.7,Losing
470,6/17/2013 14:00,Buy,6/17/2013 15:00,0.79925,0.8005,$11.50 ,"$10,443.40 ",12.5,Winning
471,6/18/2013 17:00,Buy,6/18/2013 17:00,0.79792,0.7991,$10.80 ,"$10,454.20 ",11.8,Winning
472,6/19/2013 19:00,Buy,6/19/2013 19:00,0.78579,0.78687,$9.80 ,"$10,464.00 ",10.8,Winning
473,6/20/2013 0:00,Buy,6/20/2013 1:00,0.78506,0.78416,($10.00),"$10,454.00 ",-9,Losing
474,6/20/2013 4:00,Buy,6/20/2013 4:00,0.77993,0.7803,$2.70 ,"$10,456.70 ",3.7,Neutral
475,6/21/2013 5:00,Sell,6/21/2013 5:00,0.77741,0.77808,($7.70),"$10,449.00 ",-6.7,Losing
476,6/21/2013 7:00,Buy,6/21/2013 7:00,0.77613,0.77642,$1.90 ,"$10,450.90 ",2.9,Neutral
477,6/21/2013 15:00,Sell,6/21/2013 15:00,0.77705,0.77576,$11.90 ,"$10,462.80 ",12.9,Winning
478,6/26/2013 17:00,Sell,6/26/2013 18:00,0.77815,0.7776,$4.50 ,"$10,467.30 ",5.5,Winning
479,6/27/2013 11:00,Buy,6/27/2013 11:00,0.77843,0.77831,($2.20),"$10,465.10 ",-1.2,Neutral
480,6/30/2013 17:00,Buy,6/30/2013 17:00,0.77075,0.77327,$24.20 ,"$10,489.30 ",25.2,Winning
481,6/30/2013 22:00,Sell,6/30/2013 22:00,0.77689,0.77578,$10.10 ,"$10,499.40 ",11.1,Winning
482,7/2/2013 12:00,Sell,7/2/2013 12:00,0.77574,0.77555,$0.90 ,"$10,500.30 ",1.9,Neutral
483,7/3/2013 3:00,Buy,7/3/2013 3:00,0.77157,0.77266,$9.90 ,"$10,510.20 ",10.9,Winning
484,7/4/2013 11:00,Sell,7/4/2013 11:00,0.7854,0.78508,$2.20 ,"$10,512.40 ",3.2,Neutral
485,7/4/2013 17:00,Buy,7/4/2013 17:00,0.78283,0.78266,($2.70),"$10,509.70 ",-1.7,Neutral
486,7/5/2013 11:00,Buy,7/5/2013 11:00,0.76966,0.77083,$10.70 ,"$10,520.40 ",11.7,Winning
487,7/5/2013 13:00,Buy,7/5/2013 14:00,0.77026,0.77069,$3.30 ,"$10,523.70 ",4.3,Neutral
488,7/8/2013 10:00,Sell,7/8/2013 10:00,0.7788,0.78084,($21.40),"$10,502.30 ",-20.4,Losing
489,7/8/2013 17:00,Buy,7/8/2013 17:00,0.77968,0.78034,$5.60 ,"$10,507.90 ",6.6,Winning
490,7/8/2013 20:00,Buy,7/8/2013 20:00,0.77852,0.77862,$0.00 ,"$10,507.90 ",1,Neutral
491,7/9/2013 0:00,Sell,7/9/2013 0:00,0.78039,0.78022,$0.70 ,"$10,508.60 ",1.7,Neutral
492,7/9/2013 3:00,Sell,7/9/2013 3:00,0.78526,0.7858,($6.40),"$10,502.20 ",-5.4,Losing
493,7/9/2013 19:00,Buy,7/9/2013 20:00,0.78325,0.7833,($0.50),"$10,501.70 ",0.5,Neutral
494,7/9/2013 22:00,Sell,7/9/2013 22:00,0.78375,0.7828,$8.50 ,"$10,510.20 ",9.5,Winning
495,7/10/2013 18:00,Sell,7/10/2013 18:00,0.78986,0.79466,($49.00),"$10,461.20 ",-48,Losing
496,7/11/2013 4:00,Buy,7/11/2013 6:00,0.78971,0.7874,($24.10),"$10,437.10 ",-23.1,Losing
497,7/11/2013 8:00,Buy,7/11/2013 8:00,0.78609,0.78424,($19.50),"$10,417.60 ",-18.5,Losing
498,7/11/2013 9:00,Sell,7/11/2013 9:00,0.78424,0.78374,$4.00 ,"$10,421.60 ",5,Winning
499,7/11/2013 11:00,Buy,7/11/2013 11:00,0.78151,0.77978,($18.30),"$10,403.30 ",-17.3,Losing
500,7/17/2013 22:00,Buy,7/17/2013 23:00,0.78726,0.78653,($8.30),"$10,395.00 ",-7.3,Losing
501,7/22/2013 22:00,Sell,7/22/2013 22:00,0.79978,0.79982,($1.40),"$10,393.60 ",-0.4,Neutral
502,7/25/2013 20:00,Buy,7/25/2013 20:00,0.80589,0.80654,$5.50 ,"$10,399.10 ",6.5,Winning
503,7/26/2013 8:00,Buy,7/26/2013 9:00,0.80624,0.80799,$16.50 ,"$10,415.60 ",17.5,Winning
504,7/26/2013 11:00,Buy,7/26/2013 11:00,0.80588,0.80693,$9.50 ,"$10,425.10 ",10.5,Winning
505,7/28/2013 17:00,Buy,7/28/2013 17:00,0.80672,0.80718,$3.60 ,"$10,428.70 ",4.6,Neutral
506,7/29/2013 2:00,Buy,7/29/2013 2:00,0.80767,0.80688,($8.90),"$10,419.80 ",-7.9,Losing
507,7/29/2013 14:00,Buy,7/29/2013 14:00,0.80163,0.80241,$6.80 ,"$10,426.60 ",7.8,Winning
508,7/30/2013 0:00,Buy,7/30/2013 0:00,0.79863,0.79939,$6.60 ,"$10,433.20 ",7.6,Winning
509,7/30/2013 6:00,Buy,7/30/2013 6:00,0.79817,0.79887,$6.00 ,"$10,439.20 ",7,Winning
510,7/31/2013 10:00,Buy,7/31/2013 10:00,0.79342,0.79584,$23.20 ,"$10,462.40 ",24.2,Winning
511,7/31/2013 15:00,Sell,7/31/2013 15:00,0.80114,0.79859,$24.50 ,"$10,486.90 ",25.5,Winning
512,8/1/2013 11:00,Buy,8/1/2013 11:00,0.78628,0.78657,$1.90 ,"$10,488.80 ",2.9,Neutral
513,8/1/2013 13:00,Sell,8/1/2013 13:00,0.78785,0.78822,($4.70),"$10,484.10 ",-3.7,Neutral
514,8/2/2013 4:00,Buy,8/2/2013 4:00,0.78713,0.78598,($12.50),"$10,471.60 ",-11.5,Losing
515,8/2/2013 11:00,Buy,8/2/2013 12:00,0.78351,0.78503,$14.20 ,"$10,485.80 ",15.2,Winning
516,8/5/2013 3:00,Sell,8/5/2013 3:00,0.77959,0.78063,($11.40),"$10,474.40 ",-10.4,Losing
517,8/5/2013 7:00,Buy,8/5/2013 7:00,0.77647,0.77605,($5.20),"$10,469.20 ",-4.2,Neutral
518,8/5/2013 13:00,Sell,8/5/2013 13:00,0.7802,0.78044,($3.40),"$10,465.80 ",-2.4,Neutral
519,8/6/2013 9:00,Buy,8/6/2013 9:00,0.78602,0.78707,$9.50 ,"$10,475.30 ",10.5,Winning
520,8/6/2013 23:00,Buy,8/6/2013 23:00,0.78891,0.78949,$4.80 ,"$10,480.10 ",5.8,Winning
521,8/7/2013 2:00,Sell,8/7/2013 3:00,0.79035,0.78931,$9.40 ,"$10,489.50 ",10.4,Winning
522,8/7/2013 10:00,Sell,8/7/2013 11:00,0.7956,0.7975,($20.00),"$10,469.50 ",-19,Losing
523,8/7/2013 16:00,Buy,8/7/2013 16:00,0.79595,0.79666,$6.10 ,"$10,475.60 ",7.1,Winning
524,8/11/2013 15:00,Buy,8/11/2013 15:00,0.80248,0.80347,$8.90 ,"$10,484.50 ",9.9,Winning
525,8/11/2013 20:00,Sell,8/11/2013 20:00,0.80232,0.80311,($8.90),"$10,475.60 ",-7.9,Losing
526,8/12/2013 3:00,Buy,8/12/2013 4:00,0.80114,0.80061,($6.30),"$10,469.30 ",-5.3,Losing
527,8/12/2013 6:00,Sell,8/12/2013 7:00,0.80064,0.80035,$1.90 ,"$10,471.20 ",2.9,Neutral
528,8/14/2013 17:00,Buy,8/14/2013 17:00,0.80248,0.80297,$3.90 ,"$10,475.10 ",4.9,Neutral
529,8/20/2013 0:00,Buy,8/20/2013 1:00,0.79901,0.7987,($4.10),"$10,471.00 ",-3.1,Neutral
530,8/20/2013 3:00,Buy,8/20/2013 3:00,0.79659,0.79686,$1.70 ,"$10,472.70 ",2.7,Neutral
531,8/20/2013 11:00,Buy,8/20/2013 11:00,0.79729,0.79855,$11.60 ,"$10,484.30 ",12.6,Winning
532,8/20/2013 17:00,Buy,8/20/2013 17:00,0.7976,0.79589,($18.10),"$10,466.20 ",-17.1,Losing
533,8/22/2013 6:00,Buy,8/22/2013 6:00,0.78113,0.78115,($0.80),"$10,465.40 ",0.2,Neutral
534,8/22/2013 15:00,Buy,8/22/2013 15:00,0.78216,0.78311,$8.50 ,"$10,473.90 ",9.5,Winning
535,8/27/2013 1:00,Sell,8/27/2013 1:00,0.78146,0.78117,$1.90 ,"$10,475.80 ",2.9,Neutral
536,8/28/2013 1:00,Buy,8/28/2013 1:00,0.77582,0.77753,$16.10 ,"$10,491.90 ",17.1,Winning
537,8/28/2013 10:00,Sell,8/28/2013 11:00,0.77498,0.78,($51.20),"$10,440.70 ",-50.2,Losing
538,8/29/2013 4:00,Buy,8/29/2013 4:00,0.77937,0.7791,($3.70),"$10,437.00 ",-2.7,Neutral
539,8/29/2013 9:00,Sell,8/29/2013 9:00,0.7766,0.77804,($15.40),"$10,421.60 ",-14.4,Losing
540,8/30/2013 0:00,Sell,8/30/2013 0:00,0.77803,0.77727,$6.60 ,"$10,428.20 ",7.6,Winning
541,8/30/2013 12:00,Buy,8/30/2013 12:00,0.77259,0.77347,$7.80 ,"$10,436.00 ",8.8,Winning
542,8/30/2013 14:00,Sell,8/30/2013 15:00,0.77335,0.77269,$5.60 ,"$10,441.60 ",6.6,Winning
543,9/2/2013 12:00,Buy,9/2/2013 12:00,0.77999,0.77939,($7.00),"$10,434.60 ",-6,Losing
544,9/3/2013 5:00,Buy,9/3/2013 5:00,0.78052,0.78099,$3.70 ,"$10,438.30 ",4.7,Neutral
545,9/3/2013 8:00,Buy,9/3/2013 8:00,0.78046,0.77967,($8.90),"$10,429.40 ",-7.9,Losing
546,9/3/2013 15:00,Sell,9/3/2013 15:00,0.77919,0.77939,($3.00),"$10,426.40 ",-2,Neutral
547,9/4/2013 6:00,Sell,9/4/2013 6:00,0.7877,0.78882,($12.20),"$10,414.20 ",-11.2,Losing
548,9/9/2013 4:00,Sell,9/9/2013 4:00,0.80052,0.801,($5.80),"$10,408.40 ",-4.8,Neutral
549,9/10/2013 0:00,Sell,9/10/2013 0:00,0.80463,0.80453,$0.00 ,"$10,408.40 ",1,Neutral
550,9/10/2013 3:00,Buy,9/10/2013 3:00,0.80193,0.80144,($5.90),"$10,402.50 ",-4.9,Neutral
551,9/10/2013 8:00,Sell,9/10/2013 8:00,0.80534,0.80509,$1.50 ,"$10,404.00 ",2.5,Neutral
552,9/10/2013 19:00,Buy,9/10/2013 20:00,0.80527,0.80582,$4.50 ,"$10,408.50 ",5.5,Winning
553,9/10/2013 22:00,Buy,9/10/2013 22:00,0.80468,0.80529,$5.10 ,"$10,413.60 ",6.1,Winning
554,9/11/2013 5:00,Sell,9/11/2013 5:00,0.80772,0.80681,$8.10 ,"$10,421.70 ",9.1,Winning
555,9/11/2013 21:00,Sell,9/11/2013 21:00,0.8148,0.81196,$27.40 ,"$10,449.10 ",28.4,Winning
556,9/13/2013 4:00,Sell,9/13/2013 4:00,0.81178,0.81229,($6.10),"$10,443.00 ",-5.1,Losing
557,9/16/2013 11:00,Buy,9/16/2013 13:00,0.81821,0.81744,($8.70),"$10,434.30 ",-7.7,Losing
558,9/16/2013 16:00,Sell,9/16/2013 16:00,0.81649,0.8168,($4.10),"$10,430.20 ",-3.1,Neutral
559,9/17/2013 17:00,Buy,9/17/2013 17:00,0.82353,0.82307,($5.60),"$10,424.60 ",-4.6,Neutral
560,9/17/2013 20:00,Buy,9/17/2013 20:00,0.82241,0.82189,($6.20),"$10,418.40 ",-5.2,Losing
561,9/18/2013 1:00,Sell,9/18/2013 1:00,0.82265,0.82224,$3.10 ,"$10,421.50 ",4.1,Neutral
562,9/19/2013 12:00,Buy,9/19/2013 12:00,0.8359,0.83662,$6.20 ,"$10,427.70 ",7.2,Winning
563,9/19/2013 14:00,Buy,9/19/2013 14:00,0.83537,0.83678,$13.10 ,"$10,440.80 ",14.1,Winning
564,9/19/2013 15:00,Sell,9/19/2013 15:00,0.83678,0.83756,($8.80),"$10,432.00 ",-7.8,Losing
565,9/19/2013 18:00,Sell,9/19/2013 18:00,0.83786,0.83823,($4.70),"$10,427.30 ",-3.7,Neutral
566,9/20/2013 0:00,Buy,9/20/2013 0:00,0.83753,0.83803,$4.00 ,"$10,431.30 ",5,Winning
567,9/20/2013 2:00,Sell,9/20/2013 2:00,0.83888,0.83874,$0.40 ,"$10,431.70 ",1.4,Neutral
568,9/20/2013 8:00,Buy,9/20/2013 8:00,0.83782,0.83637,($15.50),"$10,416.20 ",-14.5,Losing
569,9/20/2013 12:00,Sell,9/20/2013 12:00,0.83689,0.8381,($13.10),"$10,403.10 ",-12.1,Losing
570,9/24/2013 6:00,Buy,9/24/2013 7:00,0.82773,0.82892,$10.90 ,"$10,414.00 ",11.9,Winning
571,9/24/2013 8:00,Sell,9/24/2013 8:00,0.82892,0.82924,($4.20),"$10,409.80 ",-3.2,Neutral
572,9/24/2013 10:00,Sell,9/24/2013 10:00,0.82749,0.82784,($4.50),"$10,405.30 ",-3.5,Neutral
573,9/24/2013 16:00,Buy,9/24/2013 16:00,0.82695,0.82785,$8.00 ,"$10,413.30 ",9,Winning
574,9/24/2013 23:00,Buy,9/24/2013 23:00,0.82382,0.8222,($17.20),"$10,396.10 ",-16.2,Losing
575,9/25/2013 17:00,Buy,9/25/2013 17:00,0.82392,0.82408,$0.60 ,"$10,396.70 ",1.6,Neutral
576,9/26/2013 3:00,Sell,9/26/2013 5:00,0.82847,0.82869,($3.20),"$10,393.50 ",-2.2,Neutral
577,9/26/2013 17:00,Sell,9/26/2013 17:00,0.82896,0.82869,$1.70 ,"$10,395.20 ",2.7,Neutral
578,10/3/2013 3:00,Sell,10/3/2013 3:00,0.8333,0.8318,$14.00 ,"$10,409.20 ",15,Winning
579,10/3/2013 5:00,Buy,10/3/2013 7:00,0.83007,0.82868,($14.90),"$10,394.30 ",-13.9,Losing
580,10/3/2013 9:00,Sell,10/3/2013 9:00,0.82889,0.82869,$1.00 ,"$10,395.30 ",2,Neutral
581,10/6/2013 14:00,Buy,10/6/2013 15:00,0.83069,0.83137,$5.80 ,"$10,401.10 ",6.8,Winning
582,10/6/2013 17:00,Buy,10/6/2013 17:00,0.83062,0.83167,$9.50 ,"$10,410.60 ",10.5,Winning
583,10/6/2013 23:00,Buy,10/7/2013 0:00,0.82971,0.82906,($7.50),"$10,403.10 ",-6.5,Losing
584,10/10/2013 6:00,Sell,10/10/2013 7:00,0.82585,0.82579,($0.40),"$10,402.70 ",0.6,Neutral
585,10/10/2013 9:00,Buy,10/10/2013 9:00,0.82409,0.82721,$30.20 ,"$10,432.90 ",31.2,Winning
586,10/11/2013 11:00,Buy,10/11/2013 11:00,0.83164,0.83313,$13.90 ,"$10,446.80 ",14.9,Winning
587,10/11/2013 13:00,Sell,10/11/2013 13:00,0.83256,0.83229,$1.70 ,"$10,448.50 ",2.7,Neutral
588,10/14/2013 11:00,Buy,10/14/2013 11:00,0.83559,0.8358,$1.10 ,"$10,449.60 ",2.1,Neutral
589,10/14/2013 17:00,Buy,10/14/2013 17:00,0.83538,0.83561,$1.30 ,"$10,450.90 ",2.3,Neutral
590,10/14/2013 21:00,Sell,10/14/2013 21:00,0.83799,0.83733,$5.60 ,"$10,456.50 ",6.6,Winning
591,10/16/2013 9:00,Buy,10/16/2013 9:00,0.84064,0.84232,$15.80 ,"$10,472.30 ",16.8,Winning
592,10/17/2013 7:00,Sell,10/17/2013 7:00,0.8482,0.84939,($12.90),"$10,459.40 ",-11.9,Losing
593,10/17/2013 15:00,Buy,10/17/2013 17:00,0.85021,0.8477,($26.10),"$10,433.30 ",-25.1,Losing
594,10/17/2013 19:00,Buy,10/17/2013 20:00,0.84574,0.84625,$4.10 ,"$10,437.40 ",5.1,Winning
595,10/22/2013 3:00,Sell,10/22/2013 3:00,0.84573,0.84482,$8.10 ,"$10,445.50 ",9.1,Winning
596,10/23/2013 2:00,Sell,10/23/2013 2:00,0.84185,0.84104,$7.10 ,"$10,452.60 ",8.1,Winning
597,10/23/2013 4:00,Buy,10/23/2013 4:00,0.83954,0.8387,($9.40),"$10,443.20 ",-8.4,Losing
598,10/23/2013 7:00,Buy,10/23/2013 7:00,0.83771,0.83671,($11.00),"$10,432.20 ",-10,Losing
599,10/24/2013 5:00,Buy,10/24/2013 5:00,0.83699,0.83707,($0.20),"$10,432.00 ",0.8,Neutral
600,10/24/2013 7:00,Buy,10/24/2013 7:00,0.83566,0.8365,$7.40 ,"$10,439.40 ",8.4,Winning
601,10/24/2013 9:00,Buy,10/24/2013 10:00,0.8332,0.83413,$8.30 ,"$10,447.70 ",9.3,Winning
602,10/24/2013 18:00,Buy,10/24/2013 18:00,0.83399,0.83351,($5.80),"$10,441.90 ",-4.8,Neutral
603,10/25/2013 4:00,Buy,10/25/2013 5:00,0.83067,0.8306,($1.70),"$10,440.20 ",-0.7,Neutral
604,10/25/2013 12:00,Buy,10/25/2013 12:00,0.8279,0.82819,$1.90 ,"$10,442.10 ",2.9,Neutral
605,10/27/2013 14:00,Buy,10/27/2013 14:00,0.8268,0.82762,$7.20 ,"$10,449.30 ",8.2,Winning
606,10/27/2013 22:00,Sell,10/27/2013 22:00,0.83039,0.83061,($3.20),"$10,446.10 ",-2.2,Neutral
607,10/28/2013 6:00,Sell,10/28/2013 6:00,0.83201,0.83232,($4.10),"$10,442.00 ",-3.1,Neutral
608,10/29/2013 4:00,Buy,10/29/2013 4:00,0.82588,0.82508,($9.00),"$10,433.00 ",-8,Losing
609,10/29/2013 8:00,Buy,10/29/2013 8:00,0.82477,0.82572,$8.50 ,"$10,441.50 ",9.5,Winning
610,10/29/2013 14:00,Buy,10/29/2013 14:00,0.82386,0.82501,$10.50 ,"$10,452.00 ",11.5,Winning
611,11/6/2013 9:00,Buy,11/6/2013 9:00,0.83925,0.84018,$8.30 ,"$10,460.30 ",9.3,Winning
612,11/6/2013 11:00,Buy,11/6/2013 11:00,0.83898,0.83794,($11.40),"$10,448.90 ",-10.4,Losing
613,11/6/2013 14:00,Buy,11/6/2013 14:00,0.83792,0.83919,$11.70 ,"$10,460.60 ",12.7,Winning
614,11/6/2013 17:00,Buy,11/6/2013 17:00,0.83753,0.83737,($2.60),"$10,458.00 ",-1.6,Neutral
615,11/6/2013 19:00,Buy,11/6/2013 19:00,0.83731,0.83676,($6.50),"$10,451.50 ",-5.5,Losing
616,11/6/2013 21:00,Buy,11/6/2013 22:00,0.83547,0.83558,$0.10 ,"$10,451.60 ",1.1,Neutral
617,11/7/2013 3:00,Sell,11/7/2013 3:00,0.8377,0.83762,($0.20),"$10,451.40 ",0.8,Neutral
618,11/8/2013 13:00,Sell,11/8/2013 13:00,0.82598,0.82407,$18.10 ,"$10,469.50 ",19.1,Winning
619,11/10/2013 14:00,Buy,11/10/2013 14:00,0.82382,0.82494,$10.20 ,"$10,479.70 ",11.2,Winning
620,11/11/2013 1:00,Buy,11/11/2013 1:00,0.82687,0.8276,$6.30 ,"$10,486.00 ",7.3,Winning
621,11/11/2013 6:00,Buy,11/11/2013 6:00,0.82525,0.82488,($4.70),"$10,481.30 ",-3.7,Neutral
622,11/11/2013 8:00,Buy,11/11/2013 8:00,0.82322,0.82349,$1.70 ,"$10,483.00 ",2.7,Neutral
623,11/11/2013 11:00,Sell,11/11/2013 11:00,0.82376,0.82306,$6.00 ,"$10,489.00 ",7,Winning
624,11/11/2013 12:00,Buy,11/11/2013 12:00,0.82306,0.82302,($1.40),"$10,487.60 ",-0.4,Neutral
625,11/11/2013 16:00,Sell,11/11/2013 16:00,0.8255,0.82502,$3.80 ,"$10,491.40 ",4.8,Neutral
626,11/12/2013 7:00,Buy,11/12/2013 7:00,0.82081,0.82142,$5.10 ,"$10,496.50 ",6.1,Winning
627,11/13/2013 2:00,Buy,11/13/2013 3:00,0.82213,0.82148,($7.50),"$10,489.00 ",-6.5,Losing
628,11/13/2013 8:00,Sell,11/13/2013 8:00,0.82434,0.82354,$7.00 ,"$10,496.00 ",8,Winning
629,11/14/2013 0:00,Buy,11/14/2013 0:00,0.82849,0.82959,$10.00 ,"$10,506.00 ",11,Winning
630,11/14/2013 3:00,Buy,11/14/2013 3:00,0.82662,0.82612,($6.00),"$10,500.00 ",-5,Losing
631,11/14/2013 6:00,Buy,11/14/2013 6:00,0.82441,0.8244,($1.10),"$10,498.90 ",-0.1,Neutral
632,11/17/2013 15:00,Sell,11/17/2013 15:00,0.83443,0.83439,($0.60),"$10,498.30 ",0.4,Neutral
633,11/17/2013 20:00,Buy,11/17/2013 20:00,0.83353,0.8334,($2.30),"$10,496.00 ",-1.3,Neutral
634,11/18/2013 11:00,Buy,11/18/2013 11:00,0.83563,0.83676,$10.30 ,"$10,506.30 ",11.3,Winning
635,11/18/2013 14:00,Sell,11/18/2013 14:00,0.83568,0.83389,$16.90 ,"$10,523.20 ",17.9,Winning
636,11/18/2013 22:00,Sell,11/18/2013 22:00,0.83161,0.83139,$1.20 ,"$10,524.40 ",2.2,Neutral
637,11/19/2013 12:00,Sell,11/19/2013 12:00,0.83388,0.83515,($13.70),"$10,510.70 ",-12.7,Losing
638,11/19/2013 21:00,Buy,11/20/2013 0:00,0.83461,0.8338,($9.10),"$10,501.60 ",-8.1,Losing
639,11/20/2013 1:00,Sell,11/20/2013 2:00,0.8338,0.83375,($0.50),"$10,501.10 ",0.5,Neutral
640,11/20/2013 4:00,Sell,11/20/2013 4:00,0.83299,0.83365,($7.60),"$10,493.50 ",-6.6,Losing
641,11/20/2013 14:00,Buy,11/20/2013 14:00,0.82799,0.82593,($21.60),"$10,471.90 ",-20.6,Losing
642,11/20/2013 16:00,Buy,11/20/2013 16:00,0.82634,0.8269,$4.60 ,"$10,476.50 ",5.6,Winning
643,11/20/2013 17:00,Sell,11/20/2013 17:00,0.8269,0.82701,($2.10),"$10,474.40 ",-1.1,Neutral
644,11/20/2013 19:00,Sell,11/20/2013 19:00,0.82661,0.82668,($1.70),"$10,472.70 ",-0.7,Neutral
645,11/22/2013 0:00,Buy,11/22/2013 1:00,0.81955,0.82187,$22.20 ,"$10,494.90 ",23.2,Winning
646,11/22/2013 7:00,Buy,11/22/2013 7:00,0.8156,0.81561,($0.90),"$10,494.00 ",0.1,Neutral
647,11/22/2013 9:00,Buy,11/22/2013 9:00,0.81478,0.81393,($9.50),"$10,484.50 ",-8.5,Losing
648,11/24/2013 19:00,Sell,11/24/2013 19:00,0.81918,0.82102,($19.40),"$10,465.10 ",-18.4,Losing
649,11/26/2013 5:00,Buy,11/26/2013 5:00,0.82056,0.82068,$0.20 ,"$10,465.30 ",1.2,Neutral
650,11/27/2013 12:00,Buy,11/27/2013 12:00,0.81246,0.81268,$1.20 ,"$10,466.50 ",2.2,Neutral
651,11/28/2013 0:00,Sell,11/28/2013 0:00,0.81745,0.81726,$0.90 ,"$10,467.40 ",1.9,Neutral
652,11/29/2013 11:00,Sell,11/29/2013 11:00,0.81621,0.81533,$7.80 ,"$10,475.20 ",8.8,Winning
653,12/3/2013 18:00,Buy,12/3/2013 18:00,0.82358,0.82378,$1.00 ,"$10,476.20 ",2,Neutral
654,12/4/2013 0:00,Sell,12/4/2013 0:00,0.81955,0.81916,$2.90 ,"$10,479.10 ",3.9,Neutral
655,12/4/2013 8:00,Sell,12/4/2013 8:00,0.82046,0.81865,$17.10 ,"$10,496.20 ",18.1,Winning
656,12/11/2013 6:00,Buy,12/11/2013 8:00,0.82505,0.82456,($5.90),"$10,490.30 ",-4.9,Neutral
657,12/11/2013 10:00,Buy,12/11/2013 10:00,0.8231,0.82175,($14.50),"$10,475.80 ",-13.5,Losing
658,12/13/2013 0:00,Buy,12/13/2013 0:00,0.82195,0.82177,($2.80),"$10,473.00 ",-1.8,Neutral
659,12/13/2013 4:00,Sell,12/13/2013 4:00,0.82518,0.82279,$22.90 ,"$10,495.90 ",23.9,Winning
660,12/13/2013 6:00,Buy,12/13/2013 6:00,0.82067,0.82081,$0.40 ,"$10,496.30 ",1.4,Neutral
661,12/20/2013 8:00,Sell,12/20/2013 8:00,0.81668,0.81642,$1.60 ,"$10,497.90 ",2.6,Neutral
662,12/24/2013 0:00,Sell,12/24/2013 0:00,0.81828,0.81836,($1.80),"$10,496.10 ",-0.8,Neutral
663,12/26/2013 2:00,Buy,12/26/2013 2:00,0.8165,0.81642,($1.80),"$10,494.30 ",-0.8,Neutral
664,12/26/2013 4:00,Buy,12/26/2013 5:00,0.81639,0.81654,$0.50 ,"$10,494.80 ",1.5,Neutral
665,12/26/2013 7:00,Sell,12/26/2013 7:00,0.8162,0.81596,$1.40 ,"$10,496.20 ",2.4,Neutral
